TimeStamp,HANDSHAKE,HANDSHAKE
2263765.747863,0.783194,0.022498
2274179.880342,0.174431,0.982597
2284594.012821,0.827752,0.0145493
2295008.145299,0.167152,0.940868
2305422.277778,0.898085,0.0989408
2315836.410256,0.0533725,0.861692
2326250.542735,0.943891,0.182597
2336664.675214,0.0113037,0.782071
2347078.807692,0.94958,0.24766
2357492.940171,0.00993051,0.714178
2367907.072650,0.954081,0.326387
2378321.205128,0.163378,0.607613
2388735.337607,0.826982,0.460492
2399149.470085,0.160939,0.496405
2409563.602564,0.706381,0.545415
2419977.735043,0.24025,0.414908
2430391.867521,0.608327,0.623577
2440806.000000,0.398594,0.357143
2451220.132479,0.518856,0.675996
2461634.264957,0.502839,0.2067
2472048.397436,0.458075,0.773097
2482462.529915,0.594853,0.214588
2492876.662393,0.383657,0.819303
2503290.794872,0.664221,0.135694
2513704.927350,0.287376,0.908674
2524119.059829,0.755949,0.047885
2534533.192308,1,0
2544947.324786,1,0.0664727
2555361.457265,0.0910747,0.893136
2565775.589744,0.864491,0.146102
2576189.722222,0.0390512,0.809528
2586603.854701,0.982586,0.251821
2597017.987179,0.0154965,0.733375
2607432.119658,0.959684,0.306457
2617846.252137,0.14351,0.657041
2628260.384615,0.815253,0.382674
2638674.517094,0,1
2649088.649573,0,1
2659502.782051,0.357548,0.43887
2669916.914530,0.59924,0.596653
2680331.047009,0.400558,0.374341
2690745.179487,0.597478,0.656968
2701159.311966,0.496702,0.297757
2711573.444444,0.459563,0.738641
2721987.576923,0.586213,0.216079
2732401.709402,0.363958,0.82585
2742815.841880,0.672454,0.133016
2753229.974359,0.295899,0.900652
2763644.106838,0.701521,0.0705928
2774058.239316,0.240339,0.958518
2784472.371795,0.833269,0.0461081
2794886.504274,0.11521,0.914945
2805300.636752,0.935854,0.128999
2815714.769231,0.0969832,0.825579
2826128.901709,0.890952,0.223509
2836543.034188,0.0411717,0.734468
2846957.166667,0.98173,0.308025
2857371.299145,0.141545,0.667891
2867785.431624,0.828695,0.365692
2878199.564103,0.195959,0.614915
2888613.696581,0.793573,0.391076
2899027.829060,0.230939,0.566994
2909441.961538,0.747733,0.480324
2919856.094017,0.313337,0.471807
2930270.226496,0.613597,0.588679
2940684.358974,0.439453,0.35643
2951098.491453,0.515259,0.677188
2961512.623932,0.515028,0.285695
2971926.756410,0.444233,0.754768
2982340.888889,0.566118,0.17114
2992755.021368,0.411971,0.871958
3003169.153846,0.688872,0.0979387
3013583.286325,0.30152,0.951559
3023997.418803,0.775116,0.0128757
3034411.551282,0.160537,0.963946
3044825.683761,0.814225,0.0916177
3055239.816239,0.0827712,0.885741
3065653.948718,0.872026,0.151381
3076068.081197,0,0.82209
3086482.213675,0.946417,0.178068
3096896.346154,0,0.777568
3107310.478632,0.939716,0.252683
3117724.611111,0,1
3128138.743590,0,1
3138552.876068,0.182996,0.627475
3148967.008547,0.782285,0.416576
3159381.141026,0,1
3169795.273504,0,1
3180209.405983,0.312144,0.38127
3190623.538462,1,0.658493
3201037.670940,1,0.298301
3211451.803419,0.512627,0.742564
3221865.935897,0.594968,0.221135
3232280.068376,0.428002,0.822526
3242694.200855,0.578056,0.12318
3253108.333333,0.390013,0.913085
3263522.465812,0.70483,0.0611746
3273936.598291,0.304618,0.984082
3284350.730769,0.663806,0.043933
3294764.863248,0.299462,1
3305178.995726,0.746061,0.0407645
3315593.128205,0.12158,0.912088
3326007.260684,0.932806,0.124537
3336421.393162,0.0350244,0.833869
3346835.525641,0.977509,0.195734
3357249.658120,0.0249338,0.75612
3367663.790598,1,0
3378077.923077,1,0
3388492.055556,0.855334,0.410734
3398906.188034,0.241747,0.552055
3409320.320513,0.745515,0.490359
3419734.452991,0.335119,0.46597
3430148.585470,0.62779,0.575952
3440562.717949,0.384059,0.378789
3450976.850427,0.625722,0.658676
3461390.982906,0.393796,0.24392
3471805.115385,0.52709,0.75771
3482219.247863,0.569505,0.198536
3492633.380342,0.35151,0.81922
3503047.512821,0.647798,0.121231
3513461.645299,0.286949,0.920527
3523875.777778,0.768644,0.0323226
3534289.910256,0.187873,1
3544704.042735,0.855345,0.0408431
3555118.175214,0.106033,0.913697
3565532.307692,0.875743,0.13377
3575946.440171,0.104774,0.83478
3586360.572650,0.936556,0.232466
3596774.705128,0.0713775,0.718633
3607188.837607,0.893661,0.318946
3617602.970085,0.0693708,0.649848
3628017.102564,0.908128,0.394945
3638431.235043,0.146656,0.55435
3648845.367521,0.821119,0.487083
3659259.500000,0.223794,0.471235
3669673.632479,0.742524,0.536192
3680087.764957,0,1
3690501.897436,0,1
3700916.029915,0.416319,0.309575
3711330.162393,0.471997,0.725459
3721744.294872,0.578992,0.235012
3732158.427350,0.436744,0.822679
3742572.559829,0.5619,0.127019
3752986.692308,0.404414,0.908808
3763400.824786,0.700269,0.071313
3773814.957265,0.295766,0.961
3784229.089744,0.740643,0.0389288
3794643.222222,0.198659,1
3805057.354701,0.83675,0.0391316
3815471.487179,0.112816,0.92019
3825885.619658,0.92894,0.113014
3836299.752137,0.0341676,0.849913
3846713.884615,1,0.202023
3857128.017094,0.04129,0.764983
3867542.149573,0.960955,0.280138
3877956.282051,0.099252,0.66551
3888370.414530,0.841458,0.411406
3898784.547009,0.256617,0.545582
3909198.679487,0.701464,0.497319
3919612.811966,0.308851,0.459744
3930026.944444,0.673522,0.577321
3940441.076923,0.4196,0.389097
3950855.209402,0.542225,0.65401
3961269.341880,0.463062,0.307039
3971683.474359,0.502262,0.735732
3982097.606838,0.540204,0.199382
3992511.739316,0.454553,0.855013
4002925.871795,0.589697,0.109967
4013340.004274,0.334343,0.925687
4023754.136752,0.725258,0.0859364
4034168.269231,0.228091,0.956746
4044582.401709,0.811923,0
4054996.534188,0.143392,0.954979
4065410.666667,0.895622,0.0702059
4075824.799145,0.066494,0.864833
4086238.931624,0.919609,0.208229
4096653.064103,0.0306099,0.737988
4107067.196581,1,0.304143
4117481.329060,0.038894,0.658071
4127895.461538,0.910727,0.384113
4138309.594017,0.210662,0.575249
4148723.726496,0.827951,0.465723
4159137.858974,0.234422,0.503307
4169551.991453,0.654,0.536248
4179966.123932,0.365413,0.448416
4190380.256410,0.625886,0.574624
4200794.388889,0.416463,0.384477
4211208.521368,0.520075,0.685294
4221622.653846,0.511657,0.309811
4232036.786325,0.477562,0.70922
4242450.918803,0.560916,0.239112
4252865.051282,0.398332,0.805183
4263279.183761,0.642562,0.155256
4273693.316239,0.315642,0.873774
4284107.448718,0,1
4294521.581197,0,1
4304935.713675,0.858387,0.0432925
4315349.846154,0.120164,0.933922
4325763.978632,0.932769,0.119246
4336178.111111,0.0183097,0.833843
4346592.243590,0.982631,0.215665
4357006.376068,0.066804,0.73921
4367420.508547,0.893479,0.303414
4377834.641026,0.144719,0.666896
4388248.773504,0.842504,0.35658
4398662.905983,0.195286,0.59735
4409077.038462,0.763771,0.452142
4419491.170940,0.25067,0.509913
4429905.303419,0.677283,0.518097
4440319.435897,0.37112,0.435598
4450733.568376,0.578751,0.609074
4461147.700855,0.450237,0.287031
4471561.833333,0.53494,0.714166
4481975.965812,0.489014,0.294656
4492390.098291,0.462638,0.734726
4502804.230769,0.584803,0.217061
4513218.363248,1,0
4523632.495726,1,0
4534046.628205,0.299516,0.969448
4544460.760684,0.789874,0
4554874.893162,0.171039,0.962412
4565289.025641,0.867859,0.0514561
4575703.158120,0.0948196,0.89697
4586117.290598,0.936298,0.126749
4596531.423077,0.0282054,0.839809
4606945.555556,0.986144,0.208558
4617359.688034,0.0485866,0.744265
4627773.820513,0.901828,0.288999
4638187.952991,0.13612,0.664749
4648602.085470,0.84533,0.375865
4659016.217949,0.194907,0.577978
4669430.350427,0.735271,0.45994
4679844.482906,0.304301,0.506453
4690258.615385,0.660893,0.530313
4700672.747863,0.384368,0.425232
4711086.880342,0.576312,0.622099
4721501.012821,0.466173,0.339683
4731915.145299,0.492657,0.697928
4742329.277778,0.546181,0.254763
4752743.410256,0.376113,0.775579
4763157.542735,0.645597,0.170758
4773571.675214,1,0
4783985.807692,1,0
4794399.940171,0.234302,0.967905
4804814.072650,0.813787,0
4815228.205128,0.212853,0.934664
4825642.337607,0.887636,0.0928966
4836056.470085,0.0987357,0.849378
4846470.602564,0.977667,0.190555
4856884.735043,0.0264215,0.777018
4867298.867521,0.927882,0.255812
4877713.000000,0.0938632,0.709251
4888127.132479,0.901776,0.355391
4898541.264957,0.21223,0.599469
4908955.397436,0.741007,0.451145
4919369.529915,0.298643,0.503836
4929783.662393,0.654758,0.532333
4940197.794872,0.382929,0.417386
4950611.927350,0.580409,0.630021
4961026.059829,0.467364,0.337809
4971440.192308,0.487537,0.707716
4981854.324786,0.500798,0.240428
4992268.457265,0.494741,0.811277
5002682.589744,0.616834,0.153651
5013096.722222,0.376949,0.883445
5023510.854701,0.626911,0.0536539
5033924.987179,0.253479,0.983491
5044339.119658,0.745544,0.0261887
5054753.252137,0.235204,0.955162
5065167.384615,0.891991,0.0898284
5075581.517094,0.110088,0.919396
5085995.649573,0.965808,0.149617
5096409.782051,0,0.792906
5106823.914530,0.954014,0.243738
5117238.047009,0.093058,0.713536
5127652.179487,0.875616,0.314363
5138066.311966,0.126494,0.677757
5148480.444444,0.824861,0.364799
5158894.576923,0.216058,0.59081
5169308.709402,0.748907,0.445689
5179722.841880,0.263625,0.529194
5190136.974359,0.720039,0.513303
5200551.106838,0.331825,0.439701
5210965.239316,0.604392,0.597739
5221379.371795,0.432786,0.360071
5231793.504274,0.536807,0.674416
5242207.636752,0.518013,0.276204
5252621.769231,0.433943,0.758724
5263035.901709,0.614235,0.184824
5273450.034188,1,0
5283864.166667,1,0
5294278.299145,0.27496,0.910825
5304692.431624,0.75587,0.0390394
5315106.564103,0.215394,1
5325520.696581,0.846218,0.038105
5335934.829060,0.109553,0.911832
5346348.961538,0.93732,0.131194
5356763.094017,0.0264399,0.829408
5367177.226496,0.981985,0.211605
5377591.358974,0.0616627,0.734826
5388005.491453,0.857889,0.341263
5398419.623932,0.178326,0.623657
5408833.756410,0.776785,0.413377
5419247.888889,0.265074,0.552726
5429662.021368,0.700008,0.492938
5440076.153846,0.351792,0.459452
5450490.286325,0.611177,0.583295
5460904.418803,0.4081,0.322153
5471318.551282,0.567252,0.671601
5481732.683761,0,1
5492146.816239,0,1
5502560.948718,0.614797,0.197771
5512975.081197,0.343114,0.841544
5523389.213675,0.689618,0.11482
5533803.346154,0.268875,0.932898
5544217.478632,0.775998,0.0287486
5554631.611111,0.177828,0.984214
5565045.743590,0.855153,0.0463764
5575459.876068,0.095241,0.910453
5585874.008547,0.880053,0.127437
5596288.141026,0.0232183,0.833829
5606702.273504,1,0.1968
5617116.405983,0.0425427,0.760816
5627530.538462,0.912716,0.277999
5637944.670940,0.138828,0.677887
5648358.803419,0.824614,0.365137
5658772.935897,0.212551,0.594685
5669187.068376,0.744866,0.452227
5679601.200855,0.298243,0.503721
5690015.333333,0.663718,0.538094
5700429.465812,0.380956,0.424847
5710843.598291,0.58755,0.607379
5721257.730769,0.448059,0.349745
5731671.863248,0.494392,0.691214
5742085.995726,0.540068,0.272918
5752500.128205,0.422628,0.768142
5762914.260684,0.61541,0.17924
5773328.393162,0.34509,0.847421
5783742.525641,0.713201,0.0683154
5794156.658120,0.344254,0.936748
5804570.790598,0.755921,0.0186327
5814984.923077,0.244413,0.975669
5825399.055556,0.861167,0.0625178
5835813.188034,0.0945707,0.907567
5846227.320513,0.941208,0.13889
5856641.452991,0.0219581,0.818892
5867055.585470,0.986699,0
5877469.717949,1,0
5887883.850427,0.924779,0.3606
5898297.982906,0.112177,0.627545
5908712.115385,0.835678,0.366075
5919126.247863,0.166606,0.598754
5929540.380342,0.766283,0.439191
5939954.512821,0.268318,0.517978
5950368.645299,1,0
5960782.777778,1,0
5971196.910256,0.603408,0.688068
5981611.042735,0.418705,0.280566
5992025.175214,0.489969,0.764391
6002439.307692,0.601172,0.209636
6012853.440171,0.35387,0.839399
6023267.572650,0.631799,0.109272
6033681.705128,0.380338,0.933631
6044095.837607,0.674081,0.0213933
6054509.970085,0.196045,1
6064924.102564,0.854033,0.0434841
6075338.235043,0.105382,0.920593
6085752.367521,0.916882,0.10914
6096166.500000,0.0872615,0.895992
6106580.632479,0.947689,0.145763
6116994.764957,0,0.809524
6127408.897436,1,0.22467
6137823.029915,0.0654642,0.746616
6148237.162393,0.883217,0.297078
6158651.294872,0.159292,0.65913
6169065.427350,1,0
6179479.559829,1,0
6189893.692308,0.676352,0.515023
6200307.824786,0.343212,0.443335
6210721.957265,0.633974,0.592633
6221136.089744,0.439129,0.37604
6231550.222222,0.518467,0.671809
6241964.354701,0.527139,0.270985
6252378.487179,0.460668,0.765749
6262792.619658,0.572978,0.208965
6273206.752137,0.401561,0.828295
6283620.884615,0.61866,0.0353983
6294035.017094,0.275349,0.944872
6304449.149573,0.740252,0.0276943
6314863.282051,0.192274,1
6325277.414530,0.859456,0.0497072
6335691.547009,0.09734,0.91092
6346105.679487,0.93817,0.135354
6356519.811966,0.0709856,0.824607
6366933.944444,0.847592,0.222458
6377348.076923,0.0591205,0.734658
6387762.209402,0.970827,0.345053
6398176.341880,0.0736001,0.608338
6408590.474359,0.871984,0.434492
6419004.606838,0.153956,0.529013
6429418.739316,0.780562,0.508071
6439832.871795,0.258355,0.443703
6450247.004274,0.698821,0.598869
6460661.136752,0.335374,0.345338
6471075.269231,0.636906,0.682764
6481489.401709,0.440626,0.317126
6491903.534188,0.494089,0.702994
6502317.666667,0.525981,0.248843
6512731.799145,0.454819,0.787355
6523145.931624,0.610031,0.182014
6533560.064103,0.337198,0.865731
6543974.196581,0.719712,0.0936649
6554388.329060,0.246707,0.954597
6564802.461538,0.798389,0
6575216.594017,0.169829,1
6585630.726496,0,1
6596044.858974,0.421127,0.833943
6606458.991453,1,0.191347
6616873.123932,0.0101249,0.805417
6627287.256410,0.880653,0.241778
6637701.388889,0.0643199,0.718309
6648115.521368,0.932671,0.330528
6658529.653846,1,0.629965
6668943.786325,0.782255,0.412244
6679357.918803,0.246361,0.570178
6689772.051282,1,0
6700186.183761,1,0
6710600.316239,0.57627,0.625806
6721014.448718,0.426175,0.331685
6731428.581197,0.585702,0.708899
6741842.713675,0.455801,0.245272
6752256.846154,0.516163,0.78778
6762670.978632,0.484036,0.168597
6773085.111111,0.430586,0.830224
6783499.243590,0.706817,0.0970964
6793913.376068,0.31187,0.957543
6804327.508547,0.775034,0
6814741.641026,0.174047,0.970125
6825155.773504,0.801184,0.0814018
6835569.905983,0.192095,0.876328
6845984.038462,0.862045,0.164084
6856398.170940,0.0943263,0.81619
6866812.303419,0.953902,0.24109
6877226.435897,0.0819666,0.743062
6887640.568376,0.931401,0.259372
6898054.700855,0.107773,0.696699
6908468.833333,0.850375,0.337908
6918882.965812,0.196505,0.618878
6929297.098291,0.76919,0.427909
6939711.230769,0.26776,0.540163
6950125.363248,0.697836,0.490225
6960539.495726,0.34104,0.464268
6970953.628205,0.623234,0.572096
6981367.760684,0,1
6991781.893162,0,1
7002196.025641,0.546801,0.267984
7012610.158120,0.419196,0.77748
7023024.290598,0.619957,0.176441
7033438.423077,0.337819,0.851507
7043852.555556,0.699518,0.0980902
7054266.688034,0.260631,0.938469
7064680.820513,0.770838,0.0362274
7075094.952991,0.187862,1
7085509.085470,0.823969,0.0899362
7095923.217949,0.0762295,0.876912
7106337.350427,0.909081,0.168873
7116751.482906,0.0204811,0.787307
7127165.615385,0.936703,0.259273
7137579.747863,0.0949186,0.691901
7147993.880342,0.92836,0.345949
7158408.012821,0.183408,0.623031
7168822.145299,0.782531,0.408097
7179236.277778,0.225922,0.563413
7189650.410256,0.769329,0.504761
7200064.542735,0.306378,0.429511
7210478.675214,0.633092,0.608581
7220892.807692,0.329749,0.360299
7231306.940171,0.581856,0.672937
7241721.072650,0.485317,0.265897
7252135.205128,0.468072,0.768745
7262549.337607,0.615418,0.200958
7272963.470085,0.353907,0.844065
7283377.602564,0.64658,0.170602
7293791.735043,0.333659,0.864172
7304205.867521,0.701994,0.0995562
7314620.000000,0.256791,0.947835
7325034.132479,0.767484,0.0182408
7335448.264957,0.17823,1
7345862.397436,0.846899,0.0667124
7356276.529915,0.0971086,0.90479
7366690.662393,0.927621,0.148565
7377104.794872,0.025207,0.82151
7387518.927350,0.937678,0.227785
7397933.059829,0.114443,0.694283
7408347.192308,0.86062,0.345205
7418761.324786,0.100784,0.619096
7429175.457265,0.774984,0.422865
7439589.589744,0.269516,0.53132
7450003.722222,0.706926,0.515827
7460417.854701,0.297556,0.400596
7470831.987179,0.642851,0.621884
7481246.119658,0.414063,0.406811
7491660.252137,1,0
7502074.384615,1,0
7512488.517094,0.492648,0.7904
7522902.649573,0.520112,0.168666
7533316.782051,0.371837,0.869873
7543730.914530,0.714464,0.0828554
7554145.047009,0.243474,0.958338
7564559.179487,0.697881,0
7574973.311966,0.257725,0.986401
7585387.444444,0.826609,0.057578
7595801.576923,0.11903,0.9395
7606215.709402,0.90041,0.106042
7616629.841880,0.0923036,0.852585
7627043.974359,0.942786,0.169987
7637458.106838,0,0.789574
7647872.239316,0.952032,0.255886
7658286.371795,0.0934142,0.707258
7668700.504274,1,0
7679114.636752,1,0
7689528.769231,0.761852,0.518982
7699942.901709,0.281756,0.524157
7710357.034188,0.675084,0.520266
7720771.166667,0.371997,0.4364
7731185.299145,0.582542,0.606258
7741599.431624,0.455052,0.352628
7752013.564103,0.505375,0.682741
7762427.696581,0.477837,0.268771
7772841.829060,0.495943,0.75568
7783255.961538,0.586795,0.208633
7793670.094017,0.345161,0.864925
7804084.226496,0.723499,0.0857518
7814498.358974,0.237451,0.943761
7824912.491453,0.795406,0
7835326.623932,0.207024,0.945013
7845740.756410,0.888983,0.0907769
7856154.888889,0.149367,0.875529
7866569.021368,0.88385,0.175007
7876983.153846,0.0718355,0.781621
7887397.286325,0.97627,0.250003
7897811.418803,0.0522825,0.753855
7908225.551282,0.921999,0.289124
7918639.683761,0.0581343,0.667193
7929053.816239,0.82965,0.365559
7939467.948718,0.214476,0.591937
7949882.081197,0.740147,0.459245
7960296.213675,0.293294,0.497882
7970710.346154,1,0
7981124.478632,1,0
7991538.611111,0.61048,0.639244
8001952.743590,0.45212,0.336131
8012366.876068,0.526759,0.717014
8022781.008547,0.546399,0.246261
8033195.141026,0.399847,0.78932
8043609.273504,0.643684,0.160943
8054023.405983,0.31085,0.877677
8064437.538462,0.725711,0.0707671
8074851.670940,0.25301,0.966538
8085265.803419,0,1
8095679.935897,0,0.923887
8106094.068376,0.907311,0.104679
8116508.200855,0.0402334,0.850473
8126922.333333,0.820242,0.195513
8137336.465812,0.0355313,0.769808
8147750.598291,0.93733,0.272951
8158164.730769,0.141021,0.682684
8168578.863248,0,0.361133
8178992.995726,0.180705,0.604714
8189407.128205,1,0
8199821.260684,0.936645,0
8210235.393162,0.443995,0.573373
8220649.525641,0,0.382418
8231063.658120,0,0.645415
8241477.790598,0.420198,0.323049
8251891.923077,0.46239,0.726133
8262306.055556,0.527146,0.235615
8272720.188034,0.422646,0.812266
8283134.320513,0.602856,0.152168
8293548.452991,0.337258,0.887934
8303962.585470,0.666599,0.157885
8314376.717949,0.410937,0.912716
8324790.850427,0.516831,0.0509109
8335204.982906,0.447997,1
8345619.115385,0.807924,0.0419829
8356033.247863,0.10603,0.916207
8366447.380342,0.83726,0.113497
8376861.512821,0.0534619,0.831551
8387275.645299,0.964789,0
8397689.777778,1,0
8408103.910256,0.948557,0.340807
8418518.042735,0.0945084,0.615973
8428932.175214,0.891656,0.424589
8439346.307692,0.178767,0.536764
8449760.440171,0.720941,0.504046
8460174.572650,0.266053,0.429468
8470588.705128,0.61536,0.599554
8481002.837607,0.390499,0.378449
8491416.970085,0.605377,0.628179
8501831.102564,0.468409,0.348624
8512245.235043,0.48863,0.697042
8522659.367521,0.548305,0.259475
8533073.500000,0.420686,0.779988
8543487.632479,0.629872,0.170862
8553901.764957,0.324342,0.869407
8564315.897436,0.712411,0.0864127
8574730.029915,0.257982,0.938596
8585144.162393,0.825708,0.0204961
8595558.294872,0.123346,0.923256
8605972.427350,0.925353,0.120827
8616386.559829,0.122102,0.837744
8626800.692308,1,0.200269
8637214.824786,0.034807,0.768455
8647628.957265,0.953609,0.242786
8658043.089744,0.0876564,0.719634
8668457.222222,0.871888,0.316719
8678871.354701,0.152646,0.64512
8689285.487179,1,0
8699699.619658,1,0
8710113.752137,0.705809,0.520096
8720527.884615,0.294747,0.435386
8730942.017094,0.618513,0.601152
8741356.149573,0.403469,0.364028
8751770.282051,0.517455,0.682352
8762184.414530,0.519487,0.269626
8772598.547009,0.447954,0.765325
8783012.679487,0.58966,0.200985
8793426.811966,0.385398,0.806576
8803840.944444,0.621567,0.155244
8814255.076923,0.348177,0.888963
8824669.209402,0.715911,0.094198
8835083.341880,0.232316,0.95863
8845497.474359,0.811858,0
8855911.606838,0.150656,0.954366
8866325.739316,0.867167,0.0876883
8876739.871795,0.0767243,0.880638
8887154.004274,1,0.161703
8897568.136752,0.0338272,0.772146
8907982.269231,0.929433,0.270894
8918396.401709,0.0482805,0.68338
8928810.534188,0.851485,0.357003
8939224.666667,0.195728,0.601439
8949638.799145,0.768644,0.43692
8960052.931624,0.229907,0.52391
8970467.064103,0.757153,0.5042
8980881.196581,0.330288,0.463708
8991295.329060,1,0
9001709.461538,1,0
9012123.594017,0.524739,0.688152
9022537.726496,0.508573,0.272782
9032951.858974,0.435487,0.761026
9043365.991453,0.534775,0.198198
9053780.123932,1,0.845796
9064194.256410,1,0.111575
9074608.388889,0.334546,0.917371
9085022.521368,0.559062,0.0411013
9095436.653846,1,1
9105850.786325,1,0.0220207
9116264.918803,0.340435,0.90606
9126679.051282,0,0.112731
9137093.183761,0,0.835295
9147507.316239,1,0.214128
9157921.448718,0.0564643,0.758847
9168335.581197,0.897727,0.288841
9178749.713675,0.106894,0.677087
9189163.846154,0.84497,0.368449
9199577.978632,0.205806,0.572498
9209992.111111,0.713761,0.468504
9220406.243590,0.315798,0.502165
9230820.376068,0.661967,0.526924
9241234.508547,0.389107,0.424858
9251648.641026,0.572666,0.621957
9262062.773504,0.467965,0.33077
9272476.905983,0.485792,0.709684
9282891.038462,0.530524,0.252688
9293305.170940,0.444674,0.81836
9303719.303419,0.649957,0.126217
9314133.435897,0.281669,0.918356
9324547.568376,0.763292,0.0557182
9334961.700855,0.272771,0.980358
9345375.833333,0.819494,0.0270617
9355789.965812,0.131564,0.932086
9366204.098291,0.814628,0.110825
9376618.230769,0.0543525,0.859325
9387032.363248,0.98938,0.181603
9397446.495726,0.0126108,0.788914
9407860.628205,0.967773,0.25376
9418274.760684,0.0932804,0.697978
9428688.893162,0.909347,0.346525
9439103.025641,0.187795,0.619107
9449517.158120,0.802255,0.417422
9459931.290598,0.248265,0.496553
9470345.423077,0.761119,0.54009
9480759.555556,0.340853,0.461221
9491173.688034,1,0
9501587.820513,1,0
9512001.952991,0.525304,0.723947
9522416.085470,0.515392,0.237366
9532830.217949,0.442983,0.806619
9543244.350427,0.546328,0.144277
9553658.482906,0.405248,0.896555
9564072.615385,0.640322,0.0583778
9574486.747863,0.251545,0.975568
9584900.880342,0.739064,0.0181894
9595315.012821,0.199532,1
9605729.145299,0.858048,0.0413544
9616143.277778,0.0974255,0.912495
9626557.410256,0.923463,0.121324
9636971.542735,0.0231701,0.830569
9647385.675214,1,0.207853
9657799.807692,0.0677663,0.755661
9668213.940171,0.865603,0.291587
9678628.072650,0.162323,0.644481
9689042.205128,0.80607,0.373201
9699456.337607,0.194994,0.619833
9709870.470085,0.761976,0.427189
9720284.602564,0.270024,0.525264
9730698.735043,0.695063,0.507496
9741112.867521,0.362313,0.450716
9751527.000000,0.598448,0.597941
9761941.132479,0.433353,0.364737
9772355.264957,0.520034,0.675333
9782769.397436,0.523029,0.280537
9793183.529915,1,0
9803597.662393,1,0
9814011.794872,0.272171,0.923535
9824425.927350,0.70023,0.0472878
9834840.059829,0.304142,0.987976
9845254.192308,0.751254,0.0385732
9855668.324786,0.136387,0.918226
9866082.457265,0.828486,0.128958
9876496.589744,0.0291066,0.825744
9886910.722222,0.977271,0.206094
9897324.854701,0.0389695,0.770247
9907738.987179,0.964204,0.235503
9918153.119658,0.0823473,0.725846
9928567.252137,0.877536,0.318745
9938981.384615,0.161178,0.649263
9949395.517094,0.827459,0.396683
9959809.649573,0.236569,0.556186
9970223.782051,0.719939,0.470136
9980637.914530,0.305744,0.498198
9991052.047009,0.629575,0.571972
10001466.179487,0.397956,0.368634
10011880.311966,0.618511,0.672738
10022294.444444,0.469464,0.296362
10032708.576923,0.485311,0.750286
10043122.709402,0.568329,0.198456
10053536.841880,0.34844,0.843403
10063950.974359,0.597735,0.116904
10074365.106838,0.365748,0.925977
10084779.239316,0.761511,0.0370022
10095193.371795,0.225308,0.958699
10105607.504274,0.780895,0
10116021.636752,0.167282,0.961521
10126435.769231,0.883663,0.0752243
10136849.901709,0.077523,0.882494
10147264.034188,0.972551,0.16437
10157678.166667,0,1
10168092.299145,0,1
10178506.431624,0.0647603,0.63091
10188920.564103,0.900745,0.385122
10199334.696581,0.155123,0.604784
10209748.829060,0.798938,0.440276
10220162.961538,0.252158,0.519889
10230577.094017,0.676969,0.51592
10240991.226496,0.36773,0.442875
10251405.358974,0.588078,0.593519
10261819.491453,0,1
10272233.623932,0,1
10282647.756410,0.52834,0.132478
10293061.888889,0.420654,0.781733
10303476.021368,0.59137,0.21089
10313890.153846,0.378828,0.846216
10324304.286325,0.653051,0.122668
10334718.418803,0.296476,0.911382
10345132.551282,0.761385,0.0312766
10355546.683761,0.184213,1
10365960.816239,0.862386,0.0520456
10376374.948718,0.143255,0.91658
10386789.081197,0.95639,0.119455
10397203.213675,0.0424595,0.853535
10407617.346154,0.988533,0.206003
10418031.478632,0.12054,0.752295
10428445.611111,0,0.280823
10438859.743590,0.137053,0.671041
10449273.876068,0.819655,0.370712
10459688.008547,0.222552,0.59058
10470102.141026,0.745209,0.456534
10480516.273504,0.282473,0.501508
10490930.405983,0.679902,0.560193
10501344.538462,0.424341,0.376901
10511758.670940,0.533373,0.659827
10522172.803419,0.507207,0.302905
10532586.935897,0.46716,0.746428
10543001.068376,0.572732,0.233588
10553415.200855,0.379262,0.821112
10563829.333333,0.640615,0.16503
10574243.465812,0.335901,0.877328
10584657.598291,0.722124,0.0886248
10595071.730769,0.212108,0.961395
10605485.863248,0.761888,0.019622
10615899.995726,0.217087,0.912837
10626314.128205,0.906099,0.119757
10636728.260684,0.0526005,0.853988
10647142.393162,1,0.192925
10657556.525641,0.0402279,0.76747
10667970.658120,0.925738,0.254072
10678384.790598,0.0647964,0.688177
10688798.923077,1,0
10699213.055556,1,0
10709627.188034,0.713683,0.461902
10720041.320513,0.289558,0.486086
10730455.452991,0.754369,0.558288
10740869.585470,0.293084,0.394116
10751283.717949,0.641996,0.618871
10761697.850427,0.443598,0.362684
10772111.982906,0.549904,0.701824
10782526.115385,0.458604,0.24488
10792940.247863,0.477375,0.753593
10803354.380342,0.571353,0.231837
10813768.512821,0.474343,0.801583
10824182.645299,0.576245,0.165628
10834596.777778,0.312289,0.878848
10845010.910256,0.732225,0.0743884
10855425.042735,0.223467,0.964896
10865839.175214,0.819309,0.0111985
10876253.307692,0.245481,0.948875
10886667.440171,0.881491,0
10897081.572650,1,0
10907495.705128,0.954396,0.240886
10917909.837607,0.0134329,0.715783
10928323.970085,0.872735,0.323359
10938738.102564,0.131493,0.635837
10949152.235043,0.852714,0.404085
10959566.367521,0.248083,0.556745
10969980.500000,0.71027,0.481406
10980394.632479,0.305115,0.475606
10990808.764957,0.70441,0.584322
11001222.897436,0.338871,0.360804
11011637.029915,0.623383,0.680518
11022051.162393,0.405547,0.282573
11032465.294872,0.558226,0.752863
